title,rating,category,address,Postal Code,website,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,placeUrl,latitude,longitude
Innervate Fitness,4.9,Gym,"398 Race Course Rd, Singapore 218651",218651,innervatefit.com,+65 8886 3099,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,7AM–9PM,8AM–5PM,9:30AM–5PM,https://lh5.googleusercontent.com/p/AF1QipNyDTJEP0aVz-rVVYWZwy73j8Y5S9HR9v-UXLik=w408-h364-k-no,https://www.google.com/maps/place/Innervate+Fitness/data=!4m7!3m6!1s0x31da19d3a9d893c7:0xfaebd489d50b363e!8m2!3d1.3152342!4d103.8574503!16s%2Fg%2F11b63c_w9h!19sChIJx5PYqdMZ2jERPjYL1YnU6_o,1.3151875,103.8574375
"Anytime Fitness, Telok Blangah",4.4,Gym,"Blk 78B, 02-15 Telok Blangah Street 32, Singapore 102078",102078,anytimefitness.sg,+65 8781 7425,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipOmbmHibX5PS2y2U6AjXPPqvZ6iPOOZrvv9_nFt=w408-h305-k-no,"https://www.google.com/maps/place/Anytime+Fitness,+Telok+Blangah/data=!4m7!3m6!1s0x31da1bc310d77059:0xd0a899a0159f4872!8m2!3d1.2736771!4d103.8083793!16s%2Fg%2F11cp74t7fz!19sChIJWXDXEMMb2jERckifFaCZqNA",1.2736875,103.8084375
Actualize CrossFit,4.9,Gym,"251 Jln Besar, Singapore 208924",208924,https://www.actualizecrossfit.com/,,"6:30–7:30AM, 11AM–9:30PM","6:30–7:30AM, 11AM–9PM","6:30–7:30AM, 11AM–9:30PM",11AM–9PM,"6:30–7:30AM, 11AM–9:30PM",7:30AM–2:30PM,9:30AM–12:30PM,https://lh5.googleusercontent.com/p/AF1QipP2LQanPKbiUPDrsctFNah0e4e1mN8o2tvUU3TU=w408-h272-k-no,https://www.google.com/maps/place/Actualize+CrossFit/data=!4m7!3m6!1s0x31da178e09933dd9:0x34f251d87c63f42b!8m2!3d1.3098924!4d103.8581056!16s%2Fg%2F11bvt3zpz1!19sChIJ2T2TCY4X2jERK_RjfNhR8jQ,1.3099375,103.8580625
Anytime Fitness Geylang Bahru,4.6,Gym,"1 Geylang Bahru Ln, #01-03 Kolam Ayer Community Club, Singapore 339631",339631,anytimefitness.sg,+65 9228 2921,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMLZfQqb-ZotPBzV5x1PZwklLDdieqq-kbzLOmb=w426-h240-k-no,https://www.google.com/maps/place/Anytime+Fitness+Geylang+Bahru/data=!4m7!3m6!1s0x31da19e3d7ff97e7:0xf7c939c3f76fd10d!8m2!3d1.3242898!4d103.8697109!16s%2Fg%2F11j3x8m_gp!19sChIJ55f_1-MZ2jERDdFv98M5yfc,1.3243125,103.8696875
Fitness First - Clementi,4.2,Gym,"321 Clementi Avenue 3 6th, #7th floor &, Singapore 129905",129905,https://www.fitnessfirst.com.sg/clubs/321-clementi?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-club-landing-page,+65 6713 9120,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,6AM–10PM,7AM–7PM,8AM–6PM,https://lh5.googleusercontent.com/p/AF1QipNMcNBLTo3fuhOML-27zDyal2sIsc14OC3HT2bL=w408-h306-k-no,https://www.google.com/maps/place/Fitness+First+-+Clementi/data=!4m7!3m6!1s0x31da1a8dea7b5c8b:0x9015468d736ca697!8m2!3d1.3120339!4d103.7648916!16s%2Fg%2F11ckqr7ptw!19sChIJi1x76o0a2jERl6Zsc41GFZA,1.3120625,103.7649375
CHIMPCHAMP FITNESS (OG),4.9,Fitness center,"277 Orchard Rd, #02-12, Singapore 238858",238858,https://www.chimpchampfitness.com/,+65 9365 9320,10AM–10:30PM,10AM–10:30PM,10AM–10:30PM,10AM–10:30PM,10AM–10:30PM,10AM–10:30PM,10AM–9:30PM,https://lh5.googleusercontent.com/p/AF1QipNQ-ilatBztJXxVXqT7JDwT0_07M4kEyXKSvHZe=w408-h272-k-no,https://www.google.com/maps/place/CHIMPCHAMP+FITNESS+(OG)/data=!4m7!3m6!1s0x31da19095cae1feb:0xe88633cf7bb3a15d!8m2!3d1.300769!4d103.8390821!16s%2Fg%2F11j7hzcqh5!19sChIJ6x-uXAkZ2jERXaGze88zhug,1.3008125,103.8390625
EXTREMER GYM PTE. LTD.,4.9,Gym,"116 Yio Chu Kang Rd, Singapore 545582",545582,https://www.extremergym.sg/,+65 8484 7729,6–10PM,6–10PM,6–10PM,6–10PM,6–10PM,9AM–12PM,9AM–12PM,https://lh5.googleusercontent.com/p/AF1QipPb3VntXrKjI1HDKsyRNc2dbHQ3dleA1LtBup5U=w408-h240-k-no-pi0.112914644-ya208.88815-ro-0.06434971-fo100,https://www.google.com/maps/place/EXTREMER+GYM+PTE.+LTD./data=!4m7!3m6!1s0x31da17aeae54df1d:0x895e1c75d26f1062!8m2!3d1.3586181!4d103.8744621!16s%2Fg%2F11g6vfl5kc!19sChIJHd9Urq4X2jERYhBv0nUcXok,1.3585625,103.8744375
Anytime Fitness,4.2,Gym,"170 Upper Bukit Timah Rd, Bukit Timah Shopping Centre, Singapore 588179",588179,anytimefitness.sg,+65 8129 0889,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMLiQlEfU2GwWFBTGEzT5838sICura7m3E9tJni=w408-h240-k-no-pi-0-ya46.808002-ro-0-fo100,https://www.google.com/maps/place/Anytime+Fitness/data=!4m7!3m6!1s0x31da108a7d8deb93:0xfeda4f4da5c711f3!8m2!3d1.342946!4d103.7759933!16s%2Fg%2F11clhs1lpq!19sChIJk-uNfYoQ2jER8xHHpU1P2v4,1.3429375,103.7759375
Amore Fitness & Define,4.7,Gym,"17 Petir Rd, #B1-18, Singapore 678278",678278,amorefitness.com,+65 6266 6822,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–10PM,9AM–8PM,9AM–8PM,https://lh5.googleusercontent.com/p/AF1QipOjG-LYnkfjyuJOeavh1sONqCHQEBEK2A6usosb=w408-h306-k-no,https://www.google.com/maps/place/Amore+Fitness+%26+Define/data=!4m7!3m6!1s0x31da11bb4d98ee75:0x83860165bf0df6ec!8m2!3d1.3785625!4d103.7627335!16s%2Fg%2F11f2_z7r_5!19sChIJde6YTbsR2jER7PYNv2UBhoM,1.3785625,103.7626875
IGYM@BISHAN,4.5,Gym,"272 Bishan Street 24, B1-228, Singapore 570272",570272,http://www.igym.sg/,+65 9050 5288,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipO8h8Tykt0zsASd1JWUdBfw0o2PRjj2WM-RbpDC=w408-h408-k-no,https://www.google.com/maps/place/IGYM@BISHAN/data=!4m7!3m6!1s0x31da17689d934aed:0x4ff77363e7cb0d2f!8m2!3d1.3563604!4d103.8427322!16s%2Fg%2F11h1kcqrf_!19sChIJ7UqTnWgX2jERLw3L52Nz908,1.3563125,103.8426875
Toa Payoh ActiveSG Gym,4.3,Gym,"301 Lor 6 Toa Payoh, Singapore 319392",319392,https://www.myactivesg.com/facilities/toa-payoh-activesg-gym,+65 6259 2916,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,7AM–10PM,https://lh5.googleusercontent.com/p/AF1QipMDfm8GDAf5e8G5E4xIt0-i6z5VFDi57NgEdKPm=w408-h306-k-no,https://www.google.com/maps/place/Toa+Payoh+ActiveSG+Gym/data=!4m7!3m6!1s0x31da1763f1ca616d:0xcddc7f3d8677effe!8m2!3d1.3304914!4d103.8507792!16s%2Fg%2F1ptxcpkh8!19sChIJbWHK8WMX2jER_u93hj1_3M0,1.3304375,103.8508125
Bespoke Fitness,4.7,Gym,"318A Tanglin Rd, The Guild International College, Singapore 247979",247979,https://www.bespokefitness.fit/,+65 8690 4858,7AM–8PM,7AM–8PM,7AM–8PM,7AM–8PM,7AM–8PM,8AM–2PM,8AM–2PM,https://lh5.googleusercontent.com/p/AF1QipNANCR6_u7CfTM3_Egu1SsdAYUM0GNCWm5PDxHJ=w408-h408-k-no,https://www.google.com/maps/place/Bespoke+Fitness/data=!4m7!3m6!1s0x31da1a4ba4c65b21:0x398c76102da1a9a1!8m2!3d1.2983698!4d103.8157545!16s%2Fg%2F11byyq_125!19sChIJIVvGpEsa2jERoamhLRB2jDk,1.2983125,103.8158125
Anytime Fitness,4.3,Gym,"302 Tiong Bahru Rd, #01-129 Tiong Bahru Plaza, Tiong Bahru Rd, Singapore 168732",168732,anytimefitness.sg,+65 8686 4340,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,https://lh5.googleusercontent.com/p/AF1QipMcGvkbxfb9EYSk7rXIjEYxXkIW2JqKDL2Y_oga=w408-h544-k-no,https://www.google.com/maps/place/Anytime+Fitness/data=!4m7!3m6!1s0x31da19509d0322a3:0x63a16a3e9514b032!8m2!3d1.2863545!4d103.8264995!16s%2Fg%2F11h0lk2xj3!19sChIJoyIDnVAZ2jERMrAUlT5qoWM,1.2863125,103.8264375
